Batch_ID,Machine_ID,Line_ID,Product_ID,Temperature,Pressure,Speed,Vibration,Humidity,Operator,Shift,Production_Time,Has_Defect,Defect_Type,Defect_Status
BAT-12323,M-07,Line-4,PROD-D40,79.5,6.43,1498,4.46,43.3,Op-David,Afternoon,2026-03-03 11:29,1,Dimensional Deviation,REWORK
BAT-12324,M-06,Line-3,PROD-D40,71.0,8.18,1175,1.77,53.3,Op-Elena,Afternoon,2026-04-29 11:29,0,None,PASS
BAT-12325,M-05,Line-3,PROD-A10,71.4,8.54,1187,2.58,52.2,Op-Elena,Morning,2026-03-30 11:29,0,None,PASS
BAT-12326,M-05,Line-3,PROD-B20,77.2,8.52,1223,1.89,55.2,Op-Frank,Afternoon,2026-02-22 11:29,0,None,PASS
BAT-12327,M-01,Line-1,PROD-C30,73.6,8.61,1141,2.2,50.7,Op-David,Morning,2026-05-11 11:29,0,None,PASS
BAT-12328,M-01,Line-1,PROD-D40,75.2,9.09,1228,2.39,47.1,Op-Frank,Night,2026-06-24 11:29,0,None,PASS
BAT-12329,M-06,Line-3,PROD-A10,72.3,8.64,1181,2.31,45.1,Op-Bob,Morning,2026-06-07 11:29,0,None,PASS
BAT-12330,M-04,Line-2,PROD-C30,81.6,9.11,1475,4.65,56.8,Op-Alice,Night,2026-04-03 11:29,1,Surface Crack,REWORK
BAT-12331,M-01,Line-1,PROD-A10,72.1,8.72,1224,1.36,42.0,Op-David,Morning,2026-08-05 11:29,0,None,PASS
BAT-12332,M-05,Line-3,PROD-A10,76.0,9.16,1241,2.83,51.2,Op-Bob,Night,2026-05-05 11:29,0,None,PASS
BAT-12333,M-07,Line-4,PROD-B20,75.7,6.91,1385,3.64,48.1,Op-Charlie,Afternoon,2026-02-21 11:29,1,Dimensional Deviation,REWORK
BAT-12334,M-05,Line-3,PROD-D40,77.5,8.76,1167,2.43,49.6,Op-Frank,Night,2026-07-20 11:29,0,None,PASS
BAT-12335,M-05,Line-3,PROD-D40,75.2,8.7,1166,2.65,50.7,Op-Frank,Morning,2026-05-27 11:29,0,None,PASS
BAT-12336,M-07,Line-4,PROD-C30,78.0,6.79,1329,3.43,61.1,Op-Bob,Afternoon,2026-04-15 11:29,0,None,PASS
BAT-12337,M-07,Line-4,PROD-A10,76.0,6.81,1358,3.71,54.2,Op-Frank,Afternoon,2026-03-14 11:29,0,None,PASS
BAT-12338,M-04,Line-2,PROD-A10,83.0,9.43,1391,4.69,65.0,Op-Frank,Morning,2026-03-11 11:29,1,Surface Crack,SCRAP
BAT-12339,M-02,Line-1,PROD-B20,73.7,9.11,1279,2.47,51.4,Op-Elena,Afternoon,2026-03-24 11:29,0,None,PASS
BAT-12340,M-05,Line-3,PROD-D40,77.6,8.75,1130,2.68,49.1,Op-Charlie,Night,2026-04-24 11:29,0,None,PASS
BAT-12341,M-05,Line-3,PROD-A10,72.8,8.68,1254,2.06,51.6,Op-Alice,Afternoon,2026-04-02 11:29,0,None,PASS
BAT-12342,M-08,Line-4,PROD-B20,75.2,8.61,1112,2.58,44.3,Op-Bob,Night,2026-02-19 11:29,0,None,PASS
BAT-12343,M-02,Line-1,PROD-A10,69.5,8.89,1137,1.82,45.0,Op-Bob,Morning,2026-05-20 11:29,0,None,PASS
BAT-12344,M-02,Line-1,PROD-B20,75.1,8.57,1269,2.46,44.0,Op-David,Night,2026-05-15 11:29,0,None,PASS
BAT-12345,M-03,Line-2,PROD-D40,73.4,7.87,1260,1.9,50.0,Op-Elena,Morning,2026-07-29 11:29,0,None,PASS
BAT-12346,M-04,Line-2,PROD-B20,84.4,9.84,1395,5.67,63.9,Op-Frank,Afternoon,2026-02-21 11:29,1,Surface Crack,SCRAP
BAT-12347,M-06,Line-3,PROD-C30,73.6,9.12,1154,3.36,52.0,Op-Bob,Afternoon,2026-06-08 11:29,0,None,PASS
BAT-12348,M-01,Line-1,PROD-D40,68.5,8.42,1247,2.84,47.9,Op-David,Morning,2026-04-25 11:29,0,None,PASS
BAT-12349,M-04,Line-2,PROD-B20,82.6,10.33,1474,4.76,56.4,Op-Frank,Morning,2026-05-06 11:29,1,Surface Crack,REWORK
BAT-12350,M-08,Line-4,PROD-A10,78.9,9.11,1110,2.48,47.5,Op-Bob,Night,2026-06-25 11:29,0,None,PASS
BAT-12351,M-03,Line-2,PROD-B20,73.8,8.46,1215,1.8,45.0,Op-Elena,Afternoon,2026-02-24 11:29,0,None,PASS
BAT-12352,M-02,Line-1,PROD-D40,74.3,8.6,1149,1.97,55.1,Op-Elena,Night,2026-02-14 11:29,0,None,PASS
BAT-12353,M-03,Line-2,PROD-C30,72.1,8.85,1222,2.38,47.8,Op-Charlie,Morning,2026-03-18 11:29,0,None,PASS
BAT-12354,M-04,Line-2,PROD-A10,83.1,8.95,1411,4.25,72.6,Op-David,Morning,2026-07-04 11:29,1,Surface Crack,REWORK
BAT-12355,M-02,Line-1,PROD-B20,73.5,8.61,1331,2.14,49.2,Op-Frank,Morning,2026-07-04 11:29,0,None,PASS
BAT-12356,M-01,Line-1,PROD-D40,75.3,9.04,1190,2.71,52.8,Op-Elena,Night,2026-05-19 11:29,0,None,PASS
BAT-12357,M-07,Line-4,PROD-D40,79.9,4.53,1326,2.43,47.8,Op-Frank,Morning,2026-08-03 11:29,1,Dimensional Deviation,REWORK
BAT-12358,M-08,Line-4,PROD-D40,76.0,8.05,1167,3.23,53.5,Op-Bob,Afternoon,2026-06-27 11:29,0,None,PASS
BAT-12359,M-04,Line-2,PROD-B20,90.1,10.01,1441,6.58,65.9,Op-Charlie,Night,2026-03-26 11:29,0,None,PASS
BAT-12360,M-07,Line-4,PROD-C30,77.3,4.67,1333,2.56,50.9,Op-Bob,Afternoon,2026-02-15 11:29,1,Dimensional Deviation,REWORK
BAT-12361,M-01,Line-1,PROD-D40,77.5,8.23,1171,2.34,52.9,Op-David,Night,2026-06-28 11:29,0,None,PASS
BAT-12362,M-07,Line-4,PROD-B20,78.4,5.95,1477,2.88,52.9,Op-Frank,Afternoon,2026-04-04 11:29,0,None,PASS
BAT-12363,M-07,Line-4,PROD-D40,83.4,5.24,1335,3.91,50.1,Op-David,Night,2026-06-05 11:29,1,Surface Crack,REWORK
BAT-12364,M-06,Line-3,PROD-C30,74.5,8.87,1162,2.3,50.5,Op-Charlie,Night,2026-05-23 11:29,0,None,PASS
BAT-12365,M-04,Line-2,PROD-B20,89.1,9.59,1469,5.22,61.3,Op-Bob,Night,2026-03-30 11:29,1,Surface Crack,SCRAP
BAT-12366,M-06,Line-3,PROD-D40,71.5,8.33,1286,1.43,62.0,Op-Elena,Afternoon,2026-05-16 11:29,0,None,PASS
BAT-12367,M-04,Line-2,PROD-D40,77.7,8.11,1343,4.36,69.4,Op-Bob,Afternoon,2026-03-09 11:29,0,None,PASS
BAT-12368,M-08,Line-4,PROD-C30,74.6,8.95,1182,2.1,47.7,Op-Elena,Afternoon,2026-02-23 11:29,0,None,PASS
BAT-12369,M-06,Line-3,PROD-B20,73.4,8.5,1154,1.72,46.3,Op-Frank,Afternoon,2026-06-22 11:29,0,None,PASS
BAT-12370,M-08,Line-4,PROD-A10,75.4,8.69,1210,1.27,52.7,Op-Frank,Morning,2026-05-19 11:29,0,None,PASS
BAT-12371,M-03,Line-2,PROD-C30,74.7,8.7,1239,2.44,50.7,Op-Frank,Night,2026-07-04 11:29,0,None,PASS
BAT-12372,M-07,Line-4,PROD-B20,79.4,4.2,1413,3.74,48.8,Op-Bob,Afternoon,2026-05-02 11:29,1,Dimensional Deviation,SCRAP
BAT-12373,M-03,Line-2,PROD-D40,72.9,7.75,1256,2.43,40.8,Op-Charlie,Night,2026-07-16 11:29,0,None,PASS
BAT-12374,M-01,Line-1,PROD-A10,74.0,9.78,1244,1.96,39.0,Op-Alice,Morning,2026-02-15 11:29,1,Surface Crack,REWORK
BAT-12375,M-02,Line-1,PROD-C30,68.6,8.19,1184,1.88,52.8,Op-Charlie,Morning,2026-03-20 11:29,0,None,PASS
BAT-12376,M-05,Line-3,PROD-A10,76.9,8.68,1224,2.37,47.9,Op-Charlie,Night,2026-05-01 11:29,0,None,PASS
BAT-12377,M-08,Line-4,PROD-D40,71.5,9.06,1141,2.83,50.4,Op-Charlie,Night,2026-03-26 11:29,0,None,PASS
BAT-12378,M-02,Line-1,PROD-B20,74.1,9.01,1183,2.84,49.3,Op-Bob,Morning,2026-05-27 11:29,0,None,PASS
BAT-12379,M-07,Line-4,PROD-B20,76.8,5.71,1313,2.81,51.7,Op-Elena,Night,2026-07-20 11:29,1,Dimensional Deviation,SCRAP
BAT-12380,M-04,Line-2,PROD-A10,80.9,9.62,1480,7.11,73.8,Op-Frank,Morning,2026-06-03 11:29,1,Surface Crack,REWORK
BAT-12381,M-07,Line-4,PROD-D40,72.5,5.54,1264,3.02,51.7,Op-David,Afternoon,2026-03-25 11:29,0,None,PASS
BAT-12382,M-06,Line-3,PROD-D40,79.3,8.68,1231,2.51,46.9,Op-Elena,Night,2026-03-28 11:29,0,None,PASS
BAT-12383,M-01,Line-1,PROD-D40,79.4,8.89,1164,2.53,41.1,Op-Frank,Night,2026-05-09 11:29,0,None,PASS
BAT-12384,M-02,Line-1,PROD-C30,75.2,7.61,1248,2.22,46.5,Op-Alice,Morning,2026-03-16 11:29,0,None,PASS
BAT-12385,M-07,Line-4,PROD-B20,77.6,7.03,1342,4.51,48.6,Op-Alice,Night,2026-04-01 11:29,0,None,PASS
BAT-12386,M-06,Line-3,PROD-C30,77.3,7.86,1190,2.39,46.0,Op-Frank,Morning,2026-05-11 11:29,0,None,PASS
BAT-12387,M-08,Line-4,PROD-A10,73.8,6.78,1304,1.97,50.2,Op-Elena,Night,2026-05-27 11:29,0,None,PASS
BAT-12388,M-06,Line-3,PROD-C30,80.3,8.83,1332,1.93,40.3,Op-Bob,Night,2026-04-22 11:29,0,None,PASS
BAT-12389,M-01,Line-1,PROD-D40,75.6,8.66,1232,2.98,46.4,Op-Charlie,Morning,2026-02-23 11:29,0,None,PASS
BAT-12390,M-05,Line-3,PROD-C30,71.1,8.54,1252,2.62,46.5,Op-David,Afternoon,2026-05-07 11:29,0,None,PASS
BAT-12391,M-08,Line-4,PROD-A10,74.5,9.2,1241,2.1,49.1,Op-Charlie,Night,2026-02-18 11:29,0,None,PASS
BAT-12392,M-01,Line-1,PROD-A10,76.0,8.55,1183,2.1,48.3,Op-Charlie,Afternoon,2026-04-02 11:29,0,None,PASS
BAT-12393,M-07,Line-4,PROD-D40,78.8,8.56,1442,3.82,59.8,Op-Alice,Night,2026-08-01 11:29,1,Dimensional Deviation,REWORK
BAT-12394,M-06,Line-3,PROD-D40,77.5,9.04,1209,2.68,43.2,Op-David,Night,2026-05-08 11:29,0,None,PASS
BAT-12395,M-06,Line-3,PROD-C30,76.3,8.78,1285,2.42,44.5,Op-Elena,Morning,2026-06-15 11:29,0,None,PASS
BAT-12396,M-02,Line-1,PROD-D40,77.0,8.78,1143,1.91,49.0,Op-Frank,Morning,2026-07-30 11:29,0,None,PASS
BAT-12397,M-02,Line-1,PROD-A10,73.8,8.87,1208,2.22,46.6,Op-Bob,Morning,2026-04-13 11:29,0,None,PASS
BAT-12398,M-06,Line-3,PROD-A10,73.7,8.64,1188,2.43,47.0,Op-Bob,Night,2026-04-11 11:29,0,None,PASS
BAT-12399,M-02,Line-1,PROD-A10,74.4,8.32,1330,3.0,49.7,Op-Frank,Morning,2026-05-08 11:29,0,None,PASS
BAT-12400,M-02,Line-1,PROD-B20,74.2,8.88,1159,2.77,50.3,Op-Elena,Night,2026-06-07 11:29,0,None,PASS
BAT-12401,M-06,Line-3,PROD-A10,72.2,8.78,1225,2.03,49.9,Op-Elena,Morning,2026-02-24 11:29,0,None,PASS
BAT-12402,M-04,Line-2,PROD-A10,86.2,10.49,1327,5.12,76.9,Op-Bob,Morning,2026-03-05 11:29,1,Surface Crack,SCRAP
BAT-12403,M-04,Line-2,PROD-B20,90.6,11.01,1336,4.33,70.2,Op-Alice,Night,2026-03-02 11:29,1,Surface Crack,SCRAP
BAT-12404,M-04,Line-2,PROD-D40,88.3,11.35,1517,7.18,68.9,Op-Bob,Night,2026-06-16 11:29,1,Surface Crack,REWORK
BAT-12405,M-05,Line-3,PROD-A10,68.5,8.69,1220,1.57,49.1,Op-David,Morning,2026-06-19 11:29,1,Dimensional Deviation,SCRAP
BAT-12406,M-05,Line-3,PROD-B20,79.2,8.83,1179,1.93,52.9,Op-Elena,Night,2026-03-30 11:29,0,None,PASS
BAT-12407,M-02,Line-1,PROD-B20,75.4,8.24,1249,2.78,46.2,Op-Bob,Afternoon,2026-04-09 11:29,0,None,PASS
BAT-12408,M-05,Line-3,PROD-D40,77.6,7.65,1210,2.0,45.3,Op-Elena,Night,2026-04-24 11:29,0,None,PASS
BAT-12409,M-05,Line-3,PROD-C30,73.3,8.88,1165,2.31,48.3,Op-Frank,Morning,2026-06-25 11:29,1,Color Variance,REWORK
BAT-12410,M-03,Line-2,PROD-A10,74.0,8.06,1199,2.42,47.9,Op-Alice,Morning,2026-06-16 11:29,0,None,PASS
BAT-12411,M-01,Line-1,PROD-D40,72.0,8.29,1123,2.92,54.0,Op-Alice,Night,2026-06-04 11:29,1,Surface Crack,REWORK
BAT-12412,M-06,Line-3,PROD-A10,74.1,9.11,1157,2.0,49.1,Op-Elena,Afternoon,2026-05-02 11:29,0,None,PASS
BAT-12413,M-08,Line-4,PROD-C30,70.2,8.62,1245,1.94,45.5,Op-David,Afternoon,2026-06-15 11:29,0,None,PASS
BAT-12414,M-04,Line-2,PROD-B20,79.2,11.85,1529,3.91,53.9,Op-Elena,Morning,2026-02-20 11:29,0,None,PASS
BAT-12415,M-07,Line-4,PROD-D40,77.2,7.81,1298,2.95,58.9,Op-David,Afternoon,2026-05-24 11:29,0,None,PASS
BAT-12416,M-08,Line-4,PROD-D40,75.5,8.43,1139,2.7,41.6,Op-Bob,Morning,2026-05-19 11:29,0,None,PASS
BAT-12417,M-01,Line-1,PROD-B20,71.8,8.34,1200,1.94,50.9,Op-Charlie,Afternoon,2026-07-21 11:29,0,None,PASS
BAT-12418,M-06,Line-3,PROD-A10,76.9,8.17,1212,2.11,42.7,Op-David,Night,2026-03-26 11:29,0,None,PASS
BAT-12419,M-03,Line-2,PROD-B20,76.4,7.88,1185,1.87,55.3,Op-Alice,Morning,2026-05-21 11:29,0,None,PASS
BAT-12420,M-05,Line-3,PROD-C30,79.0,8.11,1139,1.72,43.0,Op-Bob,Morning,2026-06-17 11:29,0,None,PASS
BAT-12421,M-05,Line-3,PROD-C30,74.3,7.75,1226,2.17,52.6,Op-Bob,Morning,2026-06-14 11:29,0,None,PASS
BAT-12422,M-08,Line-4,PROD-D40,75.8,8.75,1174,2.56,54.9,Op-David,Morning,2026-06-14 11:29,0,None,PASS
BAT-12423,M-01,Line-1,PROD-C30,76.2,7.83,1245,2.46,48.4,Op-Alice,Morning,2026-05-03 11:29,0,None,PASS
BAT-12424,M-05,Line-3,PROD-B20,73.6,8.02,1078,2.74,55.9,Op-Bob,Night,2026-06-16 11:29,0,None,PASS
BAT-12425,M-07,Line-4,PROD-D40,80.6,4.33,1488,3.29,56.5,Op-Alice,Afternoon,2026-07-21 11:29,1,Dimensional Deviation,SCRAP
BAT-12426,M-07,Line-4,PROD-A10,80.6,6.07,1495,3.53,54.8,Op-Elena,Morning,2026-06-25 11:29,1,Dimensional Deviation,SCRAP
BAT-12427,M-03,Line-2,PROD-C30,77.0,8.18,1195,1.78,46.7,Op-Elena,Afternoon,2026-02-26 11:29,1,Color Variance,REWORK
BAT-12428,M-04,Line-2,PROD-C30,82.7,10.63,1383,4.41,69.5,Op-Frank,Morning,2026-05-01 11:29,1,Surface Crack,SCRAP
BAT-12429,M-08,Line-4,PROD-C30,74.0,8.52,1263,2.27,45.4,Op-Elena,Afternoon,2026-07-07 11:29,0,None,PASS
BAT-12430,M-04,Line-2,PROD-B20,84.8,9.2,1486,5.69,61.5,Op-Charlie,Night,2026-07-06 11:29,0,None,PASS
BAT-12431,M-04,Line-2,PROD-B20,82.1,11.34,1459,5.04,63.5,Op-Bob,Afternoon,2026-07-04 11:29,1,Surface Crack,REWORK
BAT-12432,M-02,Line-1,PROD-D40,75.3,8.35,1214,2.52,48.0,Op-Bob,Night,2026-05-03 11:29,0,None,PASS
BAT-12433,M-08,Line-4,PROD-D40,76.0,8.48,1247,2.95,51.4,Op-Elena,Night,2026-04-19 11:29,0,None,PASS
BAT-12434,M-07,Line-4,PROD-B20,84.7,5.2,1378,4.53,49.2,Op-Charlie,Night,2026-03-18 11:29,1,Surface Crack,SCRAP
BAT-12435,M-08,Line-4,PROD-B20,79.6,9.04,1182,2.31,45.6,Op-Bob,Night,2026-02-10 11:29,0,None,PASS
BAT-12436,M-08,Line-4,PROD-B20,71.5,9.5,1093,1.75,48.9,Op-Charlie,Afternoon,2026-06-14 11:29,0,None,PASS
BAT-12437,M-04,Line-2,PROD-B20,84.2,8.4,1376,4.71,71.0,Op-Elena,Night,2026-03-12 11:29,1,Surface Crack,REWORK
BAT-12438,M-04,Line-2,PROD-C30,85.4,10.99,1379,4.49,62.5,Op-Bob,Afternoon,2026-05-29 11:29,1,Surface Crack,SCRAP
BAT-12439,M-05,Line-3,PROD-C30,76.0,9.57,1226,1.67,52.4,Op-Bob,Morning,2026-04-26 11:29,1,Porosity,REWORK
BAT-12440,M-08,Line-4,PROD-B20,76.6,8.59,1272,2.33,41.4,Op-David,Night,2026-05-18 11:29,0,None,PASS
BAT-12441,M-08,Line-4,PROD-C30,73.4,8.79,1246,2.21,52.0,Op-Alice,Afternoon,2026-06-06 11:29,0,None,PASS
BAT-12442,M-08,Line-4,PROD-C30,80.4,8.28,1193,3.16,48.1,Op-Bob,Night,2026-03-14 11:29,0,None,PASS
BAT-12443,M-01,Line-1,PROD-A10,74.5,8.6,1168,2.38,38.9,Op-Alice,Afternoon,2026-07-01 11:29,0,None,PASS
BAT-12444,M-03,Line-2,PROD-C30,72.5,8.52,1281,1.66,45.3,Op-Frank,Afternoon,2026-06-30 11:29,0,None,PASS
BAT-12445,M-07,Line-4,PROD-C30,81.7,7.05,1239,4.15,53.2,Op-David,Morning,2026-05-04 11:29,1,Surface Crack,SCRAP
BAT-12446,M-05,Line-3,PROD-C30,75.5,8.63,1123,3.12,42.8,Op-Elena,Night,2026-02-20 11:29,0,None,PASS
BAT-12447,M-01,Line-1,PROD-B20,73.1,8.53,1209,1.79,44.5,Op-David,Morning,2026-02-27 11:29,0,None,PASS
BAT-12448,M-02,Line-1,PROD-B20,74.5,7.88,1207,2.01,40.8,Op-Frank,Morning,2026-03-05 11:29,0,None,PASS
BAT-12449,M-06,Line-3,PROD-C30,71.4,8.96,1262,2.47,34.8,Op-Alice,Afternoon,2026-05-08 11:29,0,None,PASS
BAT-12450,M-08,Line-4,PROD-D40,68.9,8.0,1362,2.04,47.9,Op-Elena,Morning,2026-06-24 11:29,0,None,PASS
BAT-12451,M-07,Line-4,PROD-B20,83.1,3.69,1257,2.61,43.5,Op-Elena,Morning,2026-04-04 11:29,1,Dimensional Deviation,REWORK
BAT-12452,M-05,Line-3,PROD-B20,75.5,8.75,1226,2.82,48.4,Op-Bob,Morning,2026-07-25 11:29,0,None,PASS
BAT-12453,M-01,Line-1,PROD-A10,73.7,8.58,1222,2.44,48.4,Op-Frank,Night,2026-04-08 11:29,0,None,PASS
BAT-12454,M-01,Line-1,PROD-B20,71.5,8.0,1150,1.51,41.5,Op-Bob,Morning,2026-03-17 11:29,0,None,PASS
BAT-12455,M-06,Line-3,PROD-D40,78.9,8.69,1293,2.03,49.6,Op-Frank,Night,2026-05-22 11:29,1,Color Variance,REWORK
BAT-12456,M-07,Line-4,PROD-A10,72.9,7.29,1352,1.51,53.3,Op-Alice,Morning,2026-07-10 11:29,1,Dimensional Deviation,REWORK
BAT-12457,M-01,Line-1,PROD-C30,73.7,8.72,1248,1.8,48.1,Op-Frank,Morning,2026-07-08 11:29,0,None,PASS
BAT-12458,M-03,Line-2,PROD-D40,74.4,8.29,1237,1.69,51.0,Op-Bob,Morning,2026-06-27 11:29,1,Contamination,REWORK
BAT-12459,M-06,Line-3,PROD-D40,76.2,9.86,1193,1.95,51.2,Op-Bob,Morning,2026-07-15 11:29,0,None,PASS
BAT-12460,M-04,Line-2,PROD-C30,84.2,9.58,1293,3.98,67.7,Op-Charlie,Afternoon,2026-03-12 11:29,1,Surface Crack,REWORK
BAT-12461,M-08,Line-4,PROD-D40,75.5,7.63,1229,1.98,52.6,Op-Bob,Morning,2026-03-10 11:29,1,Surface Crack,SCRAP
BAT-12462,M-04,Line-2,PROD-B20,88.2,9.65,1139,4.52,75.0,Op-Elena,Night,2026-04-27 11:29,1,Surface Crack,SCRAP
BAT-12463,M-05,Line-3,PROD-C30,75.2,8.33,1245,2.18,49.9,Op-David,Morning,2026-07-25 11:29,0,None,PASS
BAT-12464,M-05,Line-3,PROD-B20,74.1,7.98,1160,2.12,46.6,Op-Elena,Morning,2026-04-30 11:29,1,Dimensional Deviation,SCRAP
BAT-12465,M-04,Line-2,PROD-D40,84.9,10.3,1454,4.83,67.2,Op-Frank,Afternoon,2026-05-04 11:29,1,Surface Crack,REWORK
BAT-12466,M-03,Line-2,PROD-D40,72.6,7.81,1131,2.46,48.9,Op-David,Night,2026-07-12 11:29,0,None,PASS
BAT-12467,M-04,Line-2,PROD-A10,84.6,10.55,1501,5.04,72.9,Op-Elena,Morning,2026-02-10 11:29,1,Surface Crack,SCRAP
BAT-12468,M-01,Line-1,PROD-C30,77.7,9.04,1199,1.26,45.3,Op-Alice,Afternoon,2026-06-03 11:29,0,None,PASS
BAT-12469,M-03,Line-2,PROD-A10,72.6,8.42,1166,1.8,45.1,Op-Alice,Afternoon,2026-04-06 11:29,0,None,PASS
BAT-12470,M-07,Line-4,PROD-C30,80.7,7.45,1377,3.19,49.2,Op-Alice,Afternoon,2026-05-27 11:29,0,None,PASS
BAT-12471,M-05,Line-3,PROD-A10,74.6,8.29,1223,2.55,49.3,Op-Alice,Afternoon,2026-03-18 11:29,0,None,PASS
BAT-12472,M-04,Line-2,PROD-A10,88.4,10.02,1325,4.37,63.2,Op-Frank,Night,2026-08-03 11:29,1,Surface Crack,SCRAP
BAT-12473,M-08,Line-4,PROD-B20,71.9,9.19,1164,2.04,49.3,Op-Alice,Morning,2026-03-04 11:29,0,None,PASS
BAT-12474,M-08,Line-4,PROD-C30,74.8,8.31,1178,2.27,47.1,Op-Charlie,Morning,2026-08-08 11:29,0,None,PASS
BAT-12475,M-02,Line-1,PROD-B20,72.4,7.99,1148,1.64,54.4,Op-Bob,Morning,2026-05-22 11:29,0,None,PASS
BAT-12476,M-01,Line-1,PROD-A10,75.4,8.66,1228,2.32,47.1,Op-David,Afternoon,2026-06-09 11:29,0,None,PASS
BAT-12477,M-01,Line-1,PROD-A10,71.9,9.0,1170,2.46,45.4,Op-Frank,Morning,2026-04-22 11:29,0,None,PASS
BAT-12478,M-08,Line-4,PROD-B20,72.7,9.16,1226,2.4,48.2,Op-Charlie,Morning,2026-07-31 11:29,0,None,PASS
BAT-12479,M-04,Line-2,PROD-B20,72.5,9.02,1374,6.31,48.1,Op-Frank,Afternoon,2026-02-10 11:29,0,None,PASS
BAT-12480,M-01,Line-1,PROD-D40,76.2,8.86,1166,1.94,49.1,Op-Elena,Night,2026-06-15 11:29,0,None,PASS
BAT-12481,M-01,Line-1,PROD-C30,67.4,7.9,1214,2.13,50.5,Op-Charlie,Morning,2026-07-13 11:29,0,None,PASS
BAT-12482,M-08,Line-4,PROD-B20,75.8,8.41,1245,2.52,42.3,Op-Charlie,Night,2026-05-16 11:29,0,None,PASS
BAT-12483,M-03,Line-2,PROD-C30,75.8,8.86,1226,2.9,47.5,Op-Frank,Night,2026-05-09 11:29,0,None,PASS
BAT-12484,M-07,Line-4,PROD-C30,73.9,4.42,1337,2.6,59.6,Op-David,Afternoon,2026-04-25 11:29,1,Dimensional Deviation,SCRAP
BAT-12485,M-08,Line-4,PROD-D40,75.1,8.59,1170,2.7,47.6,Op-Charlie,Afternoon,2026-03-04 11:29,0,None,PASS
BAT-12486,M-03,Line-2,PROD-C30,76.8,8.21,1186,2.32,43.7,Op-Charlie,Night,2026-06-09 11:29,0,None,PASS
BAT-12487,M-03,Line-2,PROD-A10,78.0,8.38,1206,1.91,46.4,Op-Charlie,Night,2026-07-20 11:29,0,None,PASS
BAT-12488,M-06,Line-3,PROD-B20,74.2,8.78,1175,1.77,43.4,Op-Elena,Morning,2026-04-03 11:29,0,None,PASS
BAT-12489,M-07,Line-4,PROD-A10,73.8,3.0,1396,4.03,53.5,Op-David,Morning,2026-06-18 11:29,0,None,PASS
BAT-12490,M-02,Line-1,PROD-A10,76.4,8.31,1179,2.36,47.3,Op-Charlie,Night,2026-07-30 11:29,0,None,PASS
BAT-12491,M-04,Line-2,PROD-C30,80.4,8.78,1511,5.51,61.1,Op-David,Morning,2026-05-04 11:29,1,Surface Crack,SCRAP
BAT-12492,M-07,Line-4,PROD-D40,80.5,8.29,1467,3.17,52.6,Op-Bob,Night,2026-05-10 11:29,0,None,PASS
BAT-12493,M-02,Line-1,PROD-B20,77.0,9.58,1135,2.58,51.3,Op-Frank,Night,2026-06-06 11:29,0,None,PASS
BAT-12494,M-04,Line-2,PROD-A10,78.8,11.61,1282,5.62,80.6,Op-Elena,Morning,2026-06-16 11:29,1,Color Variance,SCRAP
BAT-12495,M-05,Line-3,PROD-B20,73.2,8.58,1274,2.87,46.8,Op-David,Afternoon,2026-04-04 11:29,0,None,PASS
BAT-12496,M-02,Line-1,PROD-B20,78.2,8.23,1137,1.63,48.2,Op-Alice,Morning,2026-02-17 11:29,0,None,PASS
BAT-12497,M-04,Line-2,PROD-B20,79.9,9.13,1823,4.86,75.1,Op-Frank,Morning,2026-02-27 11:29,1,Dimensional Deviation,SCRAP
BAT-12498,M-07,Line-4,PROD-C30,84.2,4.51,1218,3.8,63.6,Op-Frank,Afternoon,2026-02-12 11:29,1,Dimensional Deviation,REWORK
BAT-12499,M-07,Line-4,PROD-C30,74.5,4.88,1374,2.42,52.2,Op-Bob,Afternoon,2026-05-30 11:29,0,None,PASS
BAT-12500,M-08,Line-4,PROD-A10,74.0,9.24,1236,2.93,55.0,Op-Frank,Afternoon,2026-02-18 11:29,0,None,PASS
BAT-12501,M-06,Line-3,PROD-A10,70.6,8.49,1180,2.31,48.8,Op-Charlie,Night,2026-06-11 11:29,0,None,PASS
BAT-12502,M-07,Line-4,PROD-A10,81.3,4.9,1336,3.56,53.2,Op-David,Night,2026-07-10 11:29,0,None,PASS
BAT-12503,M-06,Line-3,PROD-D40,76.2,8.24,1185,1.89,45.2,Op-Alice,Afternoon,2026-02-19 11:29,0,None,PASS
BAT-12504,M-02,Line-1,PROD-D40,76.0,7.95,1258,2.82,53.3,Op-Charlie,Night,2026-03-05 11:29,0,None,PASS
BAT-12505,M-02,Line-1,PROD-D40,75.6,8.92,1152,2.75,44.9,Op-David,Night,2026-05-07 11:29,0,None,PASS
BAT-12506,M-08,Line-4,PROD-A10,76.2,7.83,1216,1.86,49.6,Op-Charlie,Afternoon,2026-07-01 11:29,0,None,PASS
BAT-12507,M-08,Line-4,PROD-B20,72.0,9.28,1200,1.55,52.8,Op-Elena,Afternoon,2026-03-06 11:29,1,Dimensional Deviation,REWORK
BAT-12508,M-01,Line-1,PROD-D40,74.6,8.08,1238,2.43,49.0,Op-Alice,Night,2026-03-28 11:29,0,None,PASS
BAT-12509,M-07,Line-4,PROD-A10,77.7,6.39,1308,3.0,61.9,Op-Charlie,Night,2026-03-12 11:29,0,None,PASS
BAT-12510,M-08,Line-4,PROD-B20,74.3,8.51,1197,2.58,38.2,Op-David,Afternoon,2026-03-23 11:29,0,None,PASS
